Account Name,Customer Number_x,Certificate Number,Registration Type,Certificate Status,Status Date,Address Line 1,Address Line 2,City-State-Zip,County,Customer Number_y,Year,Dogs,Cats,Guinea Pigs,Hamsters,Rabbits,Non-Human Primates,Sheep,Pigs,Other Farm Animals,All Other Animals,latitude,longitude
University Of New Mexico Health Sciences Center,1076,85-R-0014,Class R - Research Facility,Active,,Office of A C Compliance 1 Univ of N M,"Health Science Center, BRF G37 H, MSC 08 4560","ALBUQUERQUE, NM 87131",Bernalillo,1076,2024,,,,120,6,,,,,,,
Southwest Bio-Labs Inc.,1077,85-R-0029,Class R - Research Facility,Active,,401 N 17th Street Suite 11,,"LAS CRUCES, NM 88005",Dona Ana,1077,2024,80,,,,,,,,,,,
Idaho State University,1078,82-R-0016,Class R - Research Facility,Active,,"921 S 8th Ave., Stop 8286",,"Pocatello, ID 83209",Bannock,1078,2024,,,,,,,,,,,,
Regents Of The University Of Idaho (The University Of Idaho),1079,82-R-0002,Class R - Research Facility,Active,,875 Perimeter Dr. MS 3010,,"MOSCOW, ID 83844",Latah,1079,2024,,,,,,,,,,,,
National Jewish Health,1080,84-R-0001,Class R - Research Facility,Active,,"1400 Jackson Street, M211",,"DENVER, CO 80206",Denver,1080,2024,,,26,,14,,,,,,,
Colorado Serum Company,1086,84-R-0007,Class R - Research Facility,Active,,P.O. Box 16428,,"Denver, CO 80216",Denver,1086,2024,,,998,,72,,,,,,,
Colorado Mountain College,1090,84-R-0012,Class R - Research Facility,Active,,3000 County Road 114,,"Glenwood Springs, CO 81601",Garfield,1090,2024,18,5,4,1,10,,2,2,27,,39.4701131,-107.235148
Bel-Rea Institute Of Animal Technology,1092,84-R-0013,Class R - Research Facility,Active,,1681 South Dayton Street,,"DENVER, CO 80247",Arapahoe,1092,2024,,1,4,4,3,,,,5,,39.68617,-104.8764948
Colorado Parks and Wildlife,1096,84-R-0095,Class R - Research Facility,Active,,317 W. PROSPECT RD.,,"FORT COLLINS, CO 80526",Larimer,1096,2024,,,,,,,,,,,40.5672032,-105.0820069
Robert Sargeant,1115,93-R-0283,Class R - Research Facility,Active,,655 ASH STREET,,"RAMONA, CA 92065",San Diego,1115,2024,,,,,1230,,,,31,,33.059646,-116.866095
"Scantibodies Laboratory, Inc.",1121,93-R-0263,Class R - Research Facility,Active,,9336 Abraham Way,,"Santee, CA 92071",San Diego,1121,2024,,,,,21,,5,,119,,32.845744,-116.964382
AMGEN,1128,93-R-0251,Class R - Research Facility,Active,,ONE AMGEN CENTER DRIVE MAIL STOP 15-1-A,,"THOUSAND OAKS, CA 91320",Ventura,1128,2024,30,,,,117,,,,,,,
Genentech Inc.,1138,93-R-0183,Class R - Research Facility,Active,,1 D N A WAY,MAIL STOP 227,"SOUTH SAN FRANCISCO, CA 94080",San Mateo,1138,2024,,,51,,47,,,,,,,
BioSurg,1139,93-R-0200,Class R - Research Facility,Active,,27956 State Hwy 128,,"Winters, CA 95694",Yolo,1139,2024,,,,,5,,31,32,,,,
Pacific BioLabs,1143,93-R-0189,Class R - Research Facility,Active,,551 LINUS PAULING DRIVE,,"HERCULES, CA 94547",Contra Costa,1143,2024,,,1826,9,1655,,,,,,38.0210365,-122.2793391
Hubbs-SeaWorld Research Insitute,1146,93-R-0163,Class R - Research Facility,Active,,2595 Ingraham Street,,"San Diego, CA 92109",San Diego,1146,2024,,,,,,,,,,,32.768929,-117.2331403
Foothill College (VETERINARY TECHNOLOGY PROGRAM),1149,93-R-0136,Class R - Research Facility,Active,,12345 EL MONTE ROAD,,"LOS ALTOS HILLS, CA 94022",Santa Clara,1149,2024,3,6,,,,,,,6,,37.3617114,-122.1282717
University of San Diego,1150,93-R-0131,Class R - Research Facility,Active,,5998 ALCALA PARK,,"SAN DIEGO, CA 92110",San Diego,1150,2024,,,,,,,,,,,32.7723935,-117.1901877
San Diego Mesa College (ANIMAL HEALTH TECHNOLOGY),1153,93-R-0124,Class R - Research Facility,Active,,"7250 MESA COLLEGE DRIVE, P-300",,"SAN DIEGO, CA 92111",San Diego,1153,2024,56,45,,,6,,,,5,,,
Edwards Lifesciences LLC,1155,93-R-0121,Class R - Research Facility,Active,,"One Edwards Way, Mailstop 44",,"Irvine, CA 92614",Orange,1155,2024,,,495,,225,,150,74,,,,
Zoological Society Of San Diego,1156,93-R-0151,Class R - Research Facility,Active,,P. O. Box 120551,,"San Diego, CA 92112",San Diego,1156,2024,,,,,,,,,,,,
Mount San Antonio College,1157,93-R-0117,Class R - Research Facility,Active,,1100 NORTH GRAND AVENUE,,"WALNUT, CA 91789",Los Angeles,1157,2024,35,34,,,,,89,22,52,,34.0487669,-117.8416242
Cosumnes River College,1165,93-R-0080,Class R - Research Facility,Cancelled,,8401 Center Parkway,,"Sacramento, CA 95823",Sacramento,1165,2024,10,5,6,,6,,,,,,38.45247,-121.427059
Beckman Coulter Inc.,1167,93-R-0074,Class R - Research Facility,Active,,PO Box 938,,"Winchester, CA 92596",Riverside,1167,2024,,,,,,,,,185,,33.7068274,-117.084388
Salk Institute For Biological Studies,1169,93-R-0066,Class R - Research Facility,Active,,10010 N. Torrey Pines Road,,"LA JOLLA, CA 92037",San Diego,1169,2024,,,,,3,64,,,,,32.887025,-117.245792
Pierce College,1172,93-R-0053,Class R - Research Facility,Active,,6201 WINNETKA AVENUE,,"WOODLAND HILLS, CA 91371",Los Angeles,1172,2024,44,23,,,2,,41,,72,,34.1833973,-118.5797892
Cedars-Sinai Medical Center (BURNS & ALLEN RESEARCH INSTITUTE),1179,93-R-0032,Class R - Research Facility,Active,,8700 Beverly Blvd,,"Los Angeles, CA 90048",Los Angeles,1179,2024,8,,,,68,,,133,,,34.0751604,-118.3810936
California Institute of Technology,1181,93-R-0028,Class R - Research Facility,Active,,1200 E. California Blvd,Mail Code 104-31,"Pasadena, CA 91125",Los Angeles,1181,2024,,,,,7,2,,,,,34.1358935,-118.1313735
SRI International,1182,93-R-0026,Class R - Research Facility,Active,,333 Ravenswood Ave,,"Menlo Park, CA 94025",San Mateo,1182,2024,12,,64,18,80,21,,,,,37.4566052,-122.174686
Sutter Institute for Medical Research,1183,93-R-0003,Class R - Research Facility,Active,,c/o Research Laboratory,P.O. Box 160727,"SACRAMENTO, CA 95816",Sacramento,1183,2024,,,,,,,14,182,,,,
University of Southern California,1185,93-R-0020,Class R - Research Facility,Active,,"3720 SOUTH FLOWER STREET, ROOM 325",,"LOS ANGELES, CA 90089",Los Angeles,1185,2024,4,,,5,72,,,52,,,34.0167123,-118.2818124
Loma Linda University,1186,93-R-0006,Class R - Research Facility,Active,,Research Affairs,"24887 Taylor Street, Suite 201","LOMA LINDA, CA 92350",San Bernardino,1186,2024,,,,,,,143,,,,,
City of Hope National Medical Center (BECKMAN RESEARCH INSTITUTE),1187,93-R-0007,Class R - Research Facility,Active,,1500 EAST DUARTE ROAD,,"DUARTE, CA 91010",Los Angeles,1187,2024,,,,,,,,,,,34.1279634,-117.9730617
Lundquist Institute For Biomedical Innovation (L.A. BIOMED),1189,93-R-0016,Class R - Research Facility,Active,,1124 WEST CARSON STREET,,"TORRANCE, CA 90502",Los Angeles,1189,2024,,,,,224,,21,56,,,33.8314759,-118.3090281
Stanford University,1190,93-R-0004,Class R - Research Facility,Active,,1705 El Camino Real,"Five Palo Alto Square, 4th Floor","PALO ALTO, CA 94306",Santa Clara,1190,2024,,,22,142,81,62,6,214,,,37.4299649,-122.1514543
Childrens Hospital Los Angeles / The Saban Research Institute,1191,93-R-0011,Class R - Research Facility,Active,,"4650 W. Sunset Blvd, MS #77",,"Los Angeles, CA 90027",Los Angeles,1191,2024,,,,,,,,,,,,
Scripps Research Institute,1192,93-R-0015,Class R - Research Facility,Active,,"10550 N. Torrey Pines Road, TPC-30",,"La Jolla, CA 92037",San Diego,1192,2024,,,,,29,,,,,,,
Colorado State University,1195,84-R-0003,Class R - Research Facility,Active,,203 Administration 2001 Campus Delivery,,"FORT COLLINS, CO 80523",Larimer,1195,2024,66,140,388,937,263,,730,1,291,,,
Naval Information Warfare Center Pacific,1199,93-F-0005,Class F - Federal Research Facility,Active,,53560 HULL STREET,"BIOSCIENCES DIVISION, CODE 71500","SAN DIEGO, CA 92152",San Diego,1199,2024,,,,,,,,,,,32.708121,-117.2474296
N.A.S.A. (AMES RESEARCH CENTER),1200,93-F-0006,Class F - Federal Research Facility,Cancelled,,"Bldg 239, RM, MS 239-11",,"MOFFETT FIELD, CA 94035",Santa Clara,1200,2024,,,,,,,,,,,,
Naval Medical Center San Diego (DIVISION OF ANIMAL RESOURCE),1202,93-F-0008,Class F - Federal Research Facility,Active,,34800 Bob Wilson Drive,Suite 5,"San Diego, CA 92134",San Diego,1202,2024,,,,,,,,27,,,32.7260011,-117.1450777
"60th Medical Group (AMC), MDSS/SGSE",1204,93-F-0022,Class F - Federal Research Facility,Active,,101 BODIN CIRCLE,,"TRAVIS AFB, CA 94535",Solano,1204,2024,,,,,,,,3,,,,
Tripler Army Medical Center,1205,95-F-0001,Class F - Federal Research Facility,Active,,DEPT. OF CLINICAL INVESTIGATION (M C H K - C I),"1 JARRETT WHITE ROAD, BLDG 40","TRIPLER ARMY HOSPITAL, HI 96859",Honolulu,1205,2024,,,,,,,,54,,,,
Los Alamos National Laboratory,1206,85-F-0002,Class F - Federal Research Facility,Active,,P.O. Box 1663 Mailstop M325,,"Los Alamos, NM 87545",Los Alamos,1206,2024,,,,,,,,,,,,
"National Marine Mammals Labs AFSC, NMFS (ALASKA FISHERIES)",1207,91-F-0001,Class F - Federal Research Facility,Active,,1315 East-West Highway SSMC3,,"SILVER SPRING, MD 20910",Montgomery,1207,2024,,,,,,,,,,,,
USDA APHIS WS NWRC,1209,84-F-0001,Class F - Federal Research Facility,Active,,4101 La Porte Avenue,,"Fort Collins, CO 80521",Larimer,1209,2024,45,,,,15,,,43,,,40.5850141,-105.1479588
Dept. Of Clinical Investigations (Madigan Army Medical Center),1212,91-F-0002,Class F - Federal Research Facility,Active,,9040 Fitzsimmons Drive,"MCHJ-CI, Room G-15-C2","TACOMA, WA 98431",Pierce,1212,2024,,,,,,,,104,,,,
Department of the Air Force (United States Air Force Academy),1214,84-F-0009,Class F - Federal Research Facility,Active,,"HQ USAFA, A3/9 Operations and Analysis","2304 Cadet Dr, Suite 3800","USAF Academy, CO 80840",El Paso,1214,2024,,,,,,,,,,,,
Lawrence Livermore National Laboratory,1245,93-F-0018,Class F - Federal Research Facility,Active,,"P.O. BOX 808, L452",,"LIVERMORE, CA 94551",Alameda,1245,2024,,,,,,,,,,,,
USDA - Forestry And Range Sciences Lab (Starkey Deer & Elk Res. & Dev.),1262,92-F-0004,Class F - Federal Research Facility,Active,,1401 GEKELER LANE,,"LA GRANDE, OR 97850",Union,1262,2024,,,,,,,,,,,45.313333,-118.091039
Seattle Childrens Research Institute,1268,91-R-0059,Class R - Research Facility,Active,,1900 - 9TH AVENUE,,"SEATTLE, WA 98101",King,1268,2024,,,,,43,,,6,,,47.6157892,-122.3344323
Genesis Laboratories Inc.,1273,84-R-0051,Class R - Research Facility,Active,,P. O. Box 1195,,"WELLINGTON, CO 80549",Larimer,1273,2024,,,,,,,,,,,,
Phoenix Pharmaceuticals Inc,1288,93-R-0382,Class R - Research Facility,Active,,330 Beach Road,,"Burlingame, CA 94010",San Mateo,1288,2024,,,,,6,,,,,,37.588655,-122.335815
VA Medical Center #531,1314,82-V-0001,Class V - Veteran's Administration Hospital,Active,,500 WEST FORT STREET,,"BOISE, ID 83702",Ada,1314,2024,,,,48,,,,,,,43.620845,-116.190599
VA Medical Center #554,1315,84-V-0002,Class V - Veteran's Administration Hospital,Active,,1700 N Wheeling Street,,"Aurora, CO 80045",Denver,1315,2024,,,,,,,,,,,39.7434127,-104.8297065
VA Medical Center #501,1316,85-V-0001,Class V - Veteran's Administration Hospital,Active,,1501 San Pedro Dr. SE,"Building 10, VA Medical Center # 501","Albuquerque, NM 87108",Bernalillo,1316,2024,,,,,,,,,,,35.053963,-106.57778
VA Medical Center #663,1320,91-V-0001,Class V - Veteran's Administration Hospital,Active,,MAIL STOP 151/1660 SOUTH COLUMBIAN WAY,,"SEATTLE, WA 98108",King,1320,2024,,,,,9,,,,,,,
VA Portland Health Care System (VAPORHCS),1321,92-V-0001,Class V - Veteran's Administration Hospital,Active,,"3710 SW US Veteran Hospital Road, Mailcode: P1DIR",,"Portland, OR 97239",Clackamas,1321,2024,,,,,,,,,,,,
VA Medical Center #640 - Palo Alto,1322,93-V-0003,Class V - Veteran's Administration Hospital,Active,,3801 MIRANDA AVENUE,MAIL CODE 151-A,"PALO ALTO, CA 94304",Santa Clara,1322,2024,,,,,60,,,,,,37.4055537,-122.1408203
VA Animal Research Facility #664 - San Diego,1323,93-V-0004,Class V - Veteran's Administration Hospital,Active,,3350 LA JOLLA VILLAGE DRIVE,,"SAN DIEGO, CA 92161",San Diego,1323,2024,,,,,6,,,,,,32.8748707,-117.2315823
VA Medical Center  #662 - San Francisco,1324,93-V-0005,Class V - Veteran's Administration Hospital,Active,,4150 CLEMENT STREET,151 A C,"SAN FRANCISCO, CA 94121",San Francisco,1324,2024,,,,,,,,,,,37.7824221,-122.5054093
West L.A. V.A. Medical Center  #691,1325,93-V-0006,Class V - Veteran's Administration Hospital,Active,,11301 WILSHIRE BLVD. (151),"BLDG. 113, RM. 102","LOS ANGELES, CA 90073",Los Angeles,1325,2024,,,,,,,,,,,,
VA Medical Center  #600 - Long Beach,1326,93-V-0007,Class V - Veteran's Administration Hospital,Active,,5901 E. 7TH STREET 09/151,,"LONG BEACH, CA 90822",Los Angeles,1326,2024,,,,,,,,,,,,
J. L. Pettis Memorial VA Med Ctr  #605,1327,93-V-0008,Class V - Veteran's Administration Hospital,Active,,11201 BENTON STREET,,"LOMA LINDA, CA 92357",San Bernardino,1327,2024,,,1,,,,,,,,34.0502303,-117.2501918
"VA Northern California Health Care System, #612",1328,93-V-0009,Class V - Veteran's Administration Hospital,Active,,10535 HOSPITAL WAY,,"MATHER AFB, CA 95655",Sacramento,1328,2024,,,,,,,,,,,,
Houston VAMC #580/151,1350,74-V-0011,Class V - Veteran's Administration Hospital,Active,,2002 HOLCOMBE BLVD. BUILDING 110 Rm 140 MS 151,,"HOUSTON, TX 77030",Harris,1350,2024,,,,,,,,,,,,
New Orleans VAMC (629) (Southeast Louisiana Veterans Health Care System),1365,72-V-0003,Class V - Veteran's Administration Hospital,Active,,2400 Canal Street,,"NEW ORLEANS, LA 70119",Orleans,1365,2024,,,,,,,,,,,29.9616498,-90.0848457
Oklahoma City VAMC,1367,73-V-0001,Class V - Veteran's Administration Hospital,Active,,921 N E 13TH ST,,"OKLAHOMA CITY, OK 73104",Canadian,1367,2024,,,,,,,,,,,,
Wm. Beaumont Army Med Ctr (Laboratory Animal Resources),1369,74-F-0006,Class F - Federal Research Facility,Active,,5005 N. PIEDRAS ST.,,"Fort Bliss, TX 79918",El Paso,1369,2024,,,,,,,,6,,,,
Dallas VAMC,1371,74-V-0008,Class V - Veteran's Administration Hospital,Active,,"4500 S. LANCASTER RD, RESEARCH 151",,"DALLAS, TX 75216",Dallas,1371,2024,,,,,19,,,,,,,
Audie L. Murphy VAMC (671),1372,74-V-0009,Class V - Veteran's Administration Hospital,Active,,7400 MERTON MINTER BLVD.,,"SAN ANTONIO, TX 78229",Bexar,1372,2024,,,,,,,,,,,,
Harry S. Truman VAMC (543),1373,43-V-0001,Class V - Veteran's Administration Hospital,Active,,800 HOSPITAL DRIVE,,"COLUMBIA, MO 65201",Boone,1373,2024,,,,,62,,,,,,38.936425,-92.3288296
Kansas City VAMC (589),1374,43-V-0002,Class V - Veteran's Administration Hospital,Active,,4801 E LINWOOD BLVD,,"KANSAS CITY, MO 64128",Jackson,1374,2024,,,,,,,,,,,39.0673664,-94.5285401
Central Arkansas Veterans Healthcare System,1377,71-V-0001,Class V - Veteran's Administration Hospital,Active,,4300 W. 7TH ST.,,"LITTLE ROCK, AR 72205",Pulaski,1377,2024,,,,,,,,,,,34.744962,-92.3210623
NW Missouri State University,1381,43-R-0102,Class R - Research Facility,Active,,800 UNIVERSITY DR,,"MARYVILLE, MO 64468",Nodaway,1381,2024,,,,,9,,,,,,40.3536921,-94.8857181
National Hansens Disease,1385,72-F-0004,Class F - Federal Research Facility,Active,,9181 Interline Ave,,"BATON ROUGE, LA 70809",East Baton Rouge,1385,2024,,,,,,,,,,,30.4205561,-91.0841419
Wilford Hall USAF Ambulatory Surgical Center,1386,74-F-0003,Class F - Federal Research Facility,Active,,"1100 Wilford Hall Loop Bldg 4430, JBSA",,"LACKLAND AFB, TX 78236",Bexar,1386,2024,,,,,,,,664,,,,
Murray State College,1389,73-R-0016,Class R - Research Facility,Active,,One Murray Campus STE V T 100,,"Tishomingo, OK 73460",Johnston,1389,2024,88,36,,,3,,7,9,267,,,
Jo Ann Nelson Jerry Nelson (Trailane Kennels),1390,48-R-0035,Class R - Research Facility,Active,,22549 C RD,,"SOLDIER, KS 66540",Jackson,1390,2024,,,,,,,,,,,,
Nicholls State University,1391,72-R-0013,Class R - Research Facility,Active,,DEPARTMENT OF BIOLOGY,P.O. BOX 2021,"THIBODAUX, LA 70310",Lafourche,1391,2024,,,,,3,,,,,,,
Lone Star College - Tomball,1392,74-R-0105,Class R - Research Facility,Active,,5000 RESEARCH FOREST DRIVE,,"THE WOODLANDS, TX 77381",Montgomery,1392,2024,27,8,,,4,,,,16,,30.201022,-95.510353
The University of Louisiana-Monroe,1393,72-R-0009,Class R - Research Facility,Active,,1800 Bienville Drive,,"Monroe, LA 71201",Ouachita,1393,2024,,,,,,,,,,,32.5325546,-92.0978919
Northwestern State University,1396,72-R-0008,Class R - Research Facility,Active,,135 Sam Sibley Dr.     Bienvenu Hall Rm. 325,,"NATCHITOCHES, LA 71497",Natchitoches,1396,2024,12,4,,,4,,,1,13,,,
MRIGlobal,1399,43-R-0009,Class R - Research Facility,Cancelled,,425 Dr. Martin Luther King Jr. Blvd,,"Kansas City, MO 64110",Jackson,1399,2024,,,144,64,40,16,,22,,,,
Arkansas State University - Beebe,1409,71-R-0110,Class R - Research Facility,Active,,P. O. BOX 1000,,"BEEBE, AR 72012",White,1409,2024,6,4,1,,,,,,3,,35.0735738,-91.8863516
Texas A&M Univ. Health Science Center,1411,74-R-0039,Class R - Research Facility,Active,,Animal Welfare Office,1186 TAMU,"COLLEGE STATION, TX 77843",Brazos,1411,2024,,,,24,10,,,,,,,
Baylor College of Medicine,1412,74-R-0018,Class R - Research Facility,Active,,MAILSTOP: BCM310,"ONE BAYLOR PLAZA, SUITE 600 D","HOUSTON, TX 77030",Harris,1412,2024,,,,,24,5,,105,,,,
Bethyl Laboratories Inc.,1414,74-R-0044,Class R - Research Facility,Active,,P. O. BOX 850,,"MONTGOMERY, TX 77356",Montgomery,1414,2024,,,,,1503,,16,,781,,,
Boehringer Ingelheim Animal Health USA Inc,1415,43-R-0014,Class R - Research Facility,Active,,6498 Jade Rd,,"Fulton, MO 65251",Callaway,1415,2024,487,187,1927,10723,1805,,,,,,,
Hill's Pet Nutrition Center,1420,48-R-0039,Class R - Research Facility,Active,,PO BOX 1658,,"TOPEKA, KS 66601",Shawnee,1420,2024,467,465,,,,,,,,,39.049011,-95.677556
Colby Community College,1424,48-R-0025,Class R - Research Facility,Active,,1255 S Range Avenue,,"Colby, KS 67701",Thomas,1424,2024,20,11,6,,11,,6,,,,39.3796667,-101.054754
CCD Jefferson County,1425,43-R-0031,Class R - Research Facility,Active,,1000 VIKING DR,,"HILLSBORO, MO 63050",Jefferson,1425,2024,32,24,,,,,,,,,38.2603041,-90.5586659
Cedar Valley College (Veterinary Technology),1427,74-R-0054,Class R - Research Facility,Active,,3030 NORTH DALLAS AVENUE,,"LANCASTER, TX 75134",Dallas,1427,2024,,,,,6,,,,80,,32.6256484,-96.7713021
U S Army Medical Dept. Ctr. & School,1429,74-F-0002,Class F - Federal Research Facility,Active,,Academy of Health Sciences,3630 Stanley Road,"JBSA-FORT SAM HOUSTON, TX 78234",Bexar,1429,2024,42,8,,,,,,,1124,,,
F.D.A./N.C.T.R.,1431,71-F-0002,Class F - Federal Research Facility,Active,,OFFICE OF RESEARCH SERVICES,3900 N.C.T.R. DR.,"JEFFERSON, AR 72079",Jefferson,1431,2024,,,35,,24,,,8,,,,
BAMC USAISR,1432,74-F-0010,Class F - Federal Research Facility,Active,,"3400 RAWLEY E. CHAMBERS AVE., BLDG. 3611",,"FORT SAM HOUSTON, TX 78234",Bexar,1432,2024,,,,,,,,141,12,,,
Air Force Research Lab,1433,74-F-0001,Class F - Federal Research Facility,Active,,4141 Petroleum Road,,"FORT SAM HOUSTON, TX 78234",Bexar,1433,2024,,,,,44,14,,23,13,,,
Emporia State University,1437,48-R-0015,Class R - Research Facility,Active,,1 Kellogg Circle,,"EMPORIA, KS 66801",Lyon,1437,2024,,,,,,,,,,,,
Washington University,1444,43-R-0008,Class R - Research Facility,Active,,660 S Euclid Campus Box 8106,,"SAINT LOUIS, MO 63110",Jackson,1444,2024,84,16,,554,,95,2,180,,,,
Nestlé Purina Global Resources Inc,1445,43-R-0054,Class R - Research Facility,Active,,1 CHECKER BOARD SQUARE,,"SAINT LOUIS, MO 63164",St. Louis,1445,2024,320,354,,,,,,,,,,
Wichita State University,1446,48-R-0014,Class R - Research Facility,Active,,1845 FAIRMOUNT  BOX # 26,,"WICHITA, KS 67260",Sedgwick,1446,2024,,,,4,,,,,,,,
Xavier University Of Louisiana,1447,72-R-0011,Class R - Research Facility,Active,,1 Drexel Dr. Box 68,,"NEW ORLEANS, LA 70125",Orleans,1447,2024,,,,,,,,,,,,
Wellmark International,1448,74-R-0035,Class R - Research Facility,Active,,12111 Ford Road,,"Dallas, TX 75234",Dallas,1448,2024,,50,,,,,,,,,32.9139807,-96.8919138
University of North Texas,1449,74-R-0033,Class R - Research Facility,Active,,Vice President for Research & Innovation,P.O. Box 305250,"DENTON, TX 76203",Denton,1449,2024,,,,,,,,,,,,
University Of Oklahoma-Norman,1450,73-R-0100,Class R - Research Facility,Active,,"201 Stephenson Parkway, Suite 3100",,"Norman, OK 73019",Cleveland,1450,2024,,,,,,,,,,,,
University Of Louisiana At Lafayette,1451,72-R-0007,Class R - Research Facility,Active,,P.O. BOX 41008,,"LAFAYETTE, LA 70504",Lafayette,1451,2024,,,,,,2010,,,,,,
University of Texas - Arlington,1452,74-R-0075,Class R - Research Facility,Active,,OFFICE OF RESEARCH,BOX 19188,"ARLINGTON, TX 76019",Tarrant,1452,2024,,,,,,,,,,,,
University of Texas Austin,1453,74-R-0029,Class R - Research Facility,Active,,VICE PRESIDENT FOR RESEARCH,P.O. BOX 7996,"AUSTIN, TX 78713",Travis,1453,2024,,,,66,77,51,,,,,,
University of Texas (Health Science Center at Houston),1454,74-R-0068,Class R - Research Facility,Active,,6431 FANNIN STREET MSE R 654,,"HOUSTON, TX 77030",Harris,1454,2024,,,,,16,4,19,34,,,,
University of Texas - Health Science Center at San Antonio,1455,74-R-0071,Class R - Research Facility,Active,,7703 FLOYD CURL DR,,"SAN ANTONIO, TX 78229",Bexar,1455,2024,,,3,30,5,186,,118,,,29.5048654,-98.5761279
University Of Arkansas For Medical Sciences,1457,71-R-0011,Class R - Research Facility,Active,,4301 W MARKHAM  SLOT 504,,"LITTLE ROCK, AR 72205",Pulaski,1457,2024,,,,,,,,,,,,
